#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-17T19:07:30 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-17T19:07:30	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/555/A11&-out.max=200&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35550011
#Name: J/A+A/555/A11
#Title: DUNES survey observational results (Eiroa+, 2013)
#INFO	ivoid=ivo://cds.vizier/j/a+a/555/a11	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/555/a11	    IVOID of underlying data collection
#INFO	creator=Eiroa C.	    First author or institution
#INFO	cites=bibcode:2013A&A...555A..11E	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2013	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/555/A11	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35550011	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-08-20	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_555_A11_stars:
#Name: J/A+A/555/A11/stars
#Title: The DUNES stellar sample: stellar optical data (table2), positions in Herschel (table10), parameters (table4), optical/near-IR photometry (table3a), AKARI + WISE (table3c), and IRAS + MIPS fluxes (table3d)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	HIP	(I6)	Hipparcos (HIP) star catalogue number	[ucd=meta.id;meta.main]
#Column	HD	(I6)	Henry Draper (HD) star catalogue number	[ucd=meta.id]
#Column	Names	(a20)	Other denominations	[ucd=meta.id]
#Column	SpType	(a9)	MK spectral type	[ucd=src.spType]
#Column	Sp-range	(a17)	Range of possible spectral types	[ucd=src.spType]
#Column	RAJ2000	(A12)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	GLON	(F8.4)	Galactic longitude (J2000.0)	[ucd=pos.galactic.lon]
#Column	GLAT	(F8.4)	Galactic latitude (J2000.0)	[ucd=pos.galactic.lat]
#Column	plx	(F6.2)	Parallax	[ucd=pos.parallax.trig]
#Column	u_plx	(F5.2)	Uncertainty in parallax	[ucd=meta.code.error;pos.parallax]
#Column	d	(F5.2)	Star distance	[ucd=pos.distance;pos.heliocentric]
#Column	RA2	(A11)	PACS 100 right ascension (J2000.0)	[ucd=pos.eq.ra]
#Column	DE2	(A11)	PACS 100 declination (J2000.0)	[ucd=pos.eq.dec]
#Column	O-PACS	(F4.1)	[0.2/10.5] Optical/PACS100 position offset	[ucd=pos;arith.diff]
#Column	Ex	(A1)	VizieR added column, not part of original data	[ucd=meta.ref.url]
#Column	Teff	(I4)	Effective temperature	[ucd=phys.temperature.effective]
#Column	logg	(F5.2)	? log10 surface gravity (6)	[ucd=phys.gravity]
#Column	[Fe/H]	(F5.2)	? Metallicity (6)	[ucd=phys.abund.Z]
#Column	vsini	(F5.2)	? Projected rotation velocity	[ucd=phys.veloc.rotat]
#Column	u_vsini	(A1)	? Uncertainty flag for vsini	[ucd=meta.code.error;phys.veloc.rotat]
#Column	Lbol	(F6.3)	Bolometric luminosity	[ucd=phys.luminosity]
#Column	logLX/b	(F4.1)	? log10 X-ray to bolometric luminosity ratio	[ucd=phys.luminosity;arith.ratio]
#Column	l_AgeX	(A1)	Upper/lower limit to AgeX	[ucd=meta.code.error]
#Column	AgeX	(F5.2)	? Age based on X-ray data	[ucd=time.age]
#Column	logRHK	(F6.3)	? log10 flux ratio, F_CaII_/F_bol_	[ucd=phot.flux;arith.ratio]
#Column	Age2	(F5.2)	? Age based on Ca II data	[ucd=time.age]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	Vmag	(F5.2)	Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	Johnson B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-I	(F5.2)	Johnson-Cousins V-I colour index	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	b-y	(F6.3)	? Stroemgren b-y colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	m1	(F6.3)	? Stroemgren m1 index	[ucd=phot.color]
#Column	c1	(F6.3)	? Stroemgren c1 index	[ucd=phot.color]
#Column	Jmag	(F6.3)	2MASS J magnitude	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F6.3)	Uncertainty in 2MASS J magnitude	[ucd=stat.error;phot.mag]
#Column	q_Jmag	(A1)	[A-F] Quality flag for 2MASS J (A=best)	[ucd=meta.code.qual]
#Column	Hmag	(F6.3)	2MASS H magnitude	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F6.3)	Uncertainty in 2MASS H magnitude	[ucd=stat.error;phot.mag]
#Column	q_Hmag	(A1)	[A-F] Quality flag for 2MASS H (A=best)	[ucd=meta.code.qual]
#Column	Ksmag	(F6.3)	2MASS Ks magnitude	[ucd=phot.mag;em.IR.K]
#Column	e_Ksmag	(F6.3)	? Uncertainty in 2MASS Ks magnitude	[ucd=stat.error;phot.mag]
#Column	q_Ksmag	(A1)	[A-FU] Quality flag for 2MASS Ks (A=best)	[ucd=meta.code.qual]
#Column	nIR	(I3)	Additional near-IR photometry (table3b)	[ucd=meta.number]
#Column	SED	(A3)	SED plot from various photometries	[ucd=meta.ref.url]
#Column	S9	(E8.1)	? Flux at 9{mu}m (AKARI/S9W) (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	e_S9	(E8.1)	? Uncertainty in the flux at 9{mu}m (1)	[ucd=stat.error]
#Column	S18	(E8.1)	? Flux at 18{mu}m (AKARI/S18W)(1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	e_S18	(E8.1)	? Uncertainty in the flux at 18{mu}m (1)	[ucd=stat.error]
#Column	WISE1	(E8.1)	? Flux at 3.35{mu}m (WISE/W1) (2)	[ucd=phot.mag;em.IR.3-4um]
#Column	e_WISE1	(E8.1)	? Uncertainty in the flux at 3.35{mu}m (2)	[ucd=stat.error]
#Column	WISE3	(E8.1)	? Flux at 11.56{mu}m (WISE/W3) (2)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	e_WISE3	(E8.1)	? Uncertainty in the flux at 11.56{mu}m (2)	[ucd=stat.error]
#Column	WISE4	(E8.1)	? Flux at 22.09{mu}m (WISE/W4) (2)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_WISE4	(E8.1)	? Uncertainty in the flux at 11.56{mu}m (2)	[ucd=stat.error]
#Column	IRAS12	(E8.1)	? Flux at 12{mu}m (IRAS) (3)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	e_IRAS12	(I2)	? Uncertainty in the flux at 12{mu}m (4)	[ucd=stat.error]
#Column	IRAS25	(E8.1)	? Flux at 25{mu}m (IRAS) (3)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_IRAS25	(I2)	? Uncertainty in the flux at 25{mu}m (4)	[ucd=stat.error]
#Column	IRAS60	(E8.1)	? Flux at 60{mu}m (IRAS) (5)	[ucd=phot.flux.density;em.IR.30-60um]
#Column	e_IRAS60	(I2)	? Uncertainty in the flux at 60{mu}m (4)	[ucd=stat.error]
#Column	MIPS24	(E8.1)	? Flux at 24{mu}m (Spitzer/MIPS) (3)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	e_MIPS24	(E8.1)	? Uncertainty in the flux at 24{mu}m (5)	[ucd=stat.error]
#Column	MIPS70	(E8.1)	? Flux at 70{mu}m (Spitzer/MIPS) (3)	[ucd=phot.flux.density;em.IR.30-60um]
#Column	e_MIPS70	(E8.1)	? Uncertainty in the flux at 70{mu}m (5)	[ucd=stat.error]
recno	HIP	HD	Names	SpType	Sp-range	RAJ2000	DEJ2000	GLON	GLAT	plx	u_plx	d	RA2	DE2	O-PACS	Ex	Teff	logg	[Fe/H]	vsini	u_vsini	Lbol	logLX/b	l_AgeX	AgeX	logRHK	Age2	Simbad	Vmag	B-V	V-I	b-y	m1	c1	Jmag	e_Jmag	q_Jmag	Hmag	e_Hmag	q_Hmag	Ksmag	e_Ksmag	q_Ksmag	nIR	SED	S9	e_S9	S18	e_S18	WISE1	e_WISE1	WISE3	e_WISE3	WISE4	e_WISE4	IRAS12	e_IRAS12	IRAS25	e_IRAS25	IRAS60	e_IRAS60	MIPS24	e_MIPS24	MIPS70	e_MIPS70
      39	 34017	 52711	LHS 1893            	G4V      	G0V - G4V, G8IV  	07 03 30.458	+29 20 13.49	187.4376	 15.3223	 52.27	 0.41	19.13	07 03 30.49	+29 20 15.6	 2.1	n	5887	 4.34	-0.12	 4.00	:	 1.298	    	 	     	-4.943	 5.54	Simbad	 5.93	 0.60	 0.74	 0.384	 0.182	 0.328	 4.885	 0.268	D	 4.612	 0.242	D	 4.539	 0.075	E	  2	SED	 9.2e-01	 2.6e-02	 2.5e-01	 1.1e-02	 5.2e+00	 4.5e-01	 4.6e-01	 5.5e-03	 1.4e-01	 2.9e-03	 6.9e-01	 7	        	  	        	  	 1.1e-01	 2.3e-03	 1.4e-02	 4.0e-03
      40	 34065	 53705	HR 2667             	G3V...   	G0V - G3V        	07 03 57.317	-43 36 28.94	254.0840	-16.2198	 60.55	 1.04	16.52	07 03 56.77	-43 36 28.4	 6.0	n	5826	 4.41	-0.17	 4.00	:	 1.372	    	 	     	-4.981	 6.24	Simbad	 5.56	 0.62	 0.73	 0.392	 0.180	 0.325	 4.405	 0.224	D	 3.990	 0.212	C	 4.037	 0.036	E	  1	SED	 1.4e+00	 2.3e-02	 4.3e-01	 4.8e-02	 8.6e+00	 7.4e-01	 7.1e-01	 9.2e-03	 2.2e-01	 4.4e-03	 1.4e+00	 4	 3.3e-01	 7	        	  	 1.7e-01	 3.4e-03	 2.1e-02	 2.8e-03
      41	 35136	 55575	HR 2721             	G0V      	F9V - G0V        	07 15 50.138	+47 14 23.87	170.3427	 23.5149	 59.20	 0.33	16.89	07 15 50.18	+47 14 24.5	 0.7	n	5917	 4.26	-0.35	 4.00	:	 1.444	-8.2	>	15.00	-4.927	 5.25	Simbad	 5.54	 0.58	 0.65	 0.374	 0.167	 0.297	 4.655	 0.250	D	 4.289	 0.220	D	 4.115	 0.018	E	  2	SED	 1.3e+00	 1.5e-02	 2.5e-01	 3.4e-02	 7.6e+00	 7.9e-01	 6.6e-01	 9.2e-03	 2.0e-01	 4.1e-03	 9.6e-01	 5	 2.5e-01	12	        	  	 1.6e-01	 3.3e-03	 2.9e-02	 4.6e-03
      42	 36439	 58855	22 Lyn              	F6V      	F6V              	07 29 55.957	+49 40 20.86	168.3340	 26.3536	 49.41	 0.36	20.24	07 29 55.88	+49 40 19.6	 1.5	n	6309	 4.16	-0.32	10.00	 	 2.357	    	 	     	-5.306	     	Simbad	 5.35	 0.47	 0.54	 0.308	 0.142	 0.390	 4.104	 0.328	D	 3.937	 0.230	D	 4.178	 0.015	E	  0	SED	 1.2e+00	 7.2e-03	 3.0e-01	 3.2e-02	 6.3e+00	 5.4e-01	 6.1e-01	 8.4e-03	 1.8e-01	 3.8e-03	 8.9e-01	 5	 2.1e-01	14	        	  	 1.5e-01	 3.0e-03	 1.4e-02	 3.0e-03
      43	 38382	 64096	9 Pup               	G2V      	G0V - G2V        	07 51 46.303	-13 53 52.92	232.2713	  6.6205	 60.59	 0.59	16.50	07 51 46.30	-13 53 54.9	 2.0	n	5860	 4.25	-0.13	 4.80	 	 1.973	    	 	     	-4.883	 4.49	Simbad	 5.16	 0.60	 0.67	 0.380	 0.196	 0.316	 4.109	 0.248	D	 3.695	 0.256	D	 3.730	 0.226	D	  1	SED	 1.9e+00	 3.8e-02	 4.6e-01	 2.6e-02	 1.1e+01	 1.4e+00	 9.7e-01	 1.4e-02	 2.9e-01	 5.8e-03	 1.3e+00	 8	 2.8e-01	19	        	  	 2.5e-01	 5.0e-03	 1.3e-02	 4.3e-03
      44	 38784	 62613	LHS 5130            	G8V      	G8V - K0V        	07 56 17.228	+80 15 55.95	133.6760	 29.4348	 58.17	 0.36	17.19	07 56 17.50	+80 15 56.4	 0.8	s	5502	 4.52	-0.08	 2.00	:	 0.638	-5.8	 	 3.03	-4.837	 3.75	Simbad	 6.55	 0.72	 0.77	 0.450	 0.261	 0.293	 5.235	 8.888	F	 4.933	 0.038	A	 4.862	 0.021	A	  0	SED	 6.3e-01	 1.0e-02	 1.5e-01	 8.1e-03	 3.4e+00	 2.3e-01	 3.4e-01	 4.6e-03	 9.8e-02	 2.2e-03	 4.6e-01	 6	 9.7e-02	23	        	  	 8.1e-02	 1.6e-03	 1.1e-02	 3.0e-03
      45	 40693	 69830	LHS 245             	K0V      	G8V - K0V        	08 18 23.947	-12 37 55.81	234.5634	 12.8237	 80.04	 0.35	12.49	08 18 24.10	-12 37 57.9	 3.0	n	5405	 4.46	-0.04	 3.10	 	 0.595	-5.9	 	 3.27	-4.991	 6.43	Simbad	 5.95	 0.75	 0.79	 0.458	 0.296	 0.312	 4.953	 0.268	D	 4.364	 0.224	D	 4.165	 0.036	E	  1	SED	 1.3e+00	 1.3e-02	 4.8e-01	 1.0e-01	 6.9e+00	 6.0e-01	 6.7e-01	 9.3e-03	 2.8e-01	 4.9e-03	 9.7e-01	 6	 3.4e-01	11	        	  	 2.3e-01	 4.7e-03	 1.5e-02	 2.4e-03
      46	 40843	 69897	chi Cnc             	F6V      	F6V - F7V        	08 20 03.862	+27 13 03.74	195.7841	 30.4668	 54.73	 0.32	18.27	08 20 03.88	+27 12 56.6	 7.1	s	6241	 4.16	-0.23	 3.90	 	 2.371	    	 	     	-5.187	     	Simbad	 5.13	 0.49	 0.56	 0.315	 0.149	 0.384	 4.127	 0.222	D	 3.942	 0.192	C	 3.868	 0.246	D	  1	SED	        	        	 5.3e-01	 3.6e-02	 8.2e+00	 7.8e-01	 8.0e-01	 1.0e-02	 2.3e-01	 4.7e-03	 1.1e+00	18	 2.7e-01	22	        	  	 1.9e-01	 3.8e-03	 3.2e-02	 5.3e-03
      47	 42430	 73752	CCDM J08391-2240AB  	G3/G5V   	G5IV/V - G8III/V 	08 39 07.901	-22 39 42.81	245.8887	 11.3140	 51.55	 0.63	19.40	08 39 08.10	-22 39 45.3	 3.7	n	5526	 3.93	 0.31	 3.80	 	 3.208	-6.1	 	 1.55	-5.031	 7.18	Simbad	 5.05	 0.72	 0.73	 0.447	 0.277	 0.394	 4.048	 0.302	D	 3.594	 0.248	D	 3.589	 0.246	D	  0	SED	 2.4e+00	 1.9e-02	 5.1e-01	 2.7e-02	 1.2e+01	 7.7e-01	 1.2e+00	 1.3e-02	 3.6e-01	 7.0e-03	 1.8e+00	 4	 3.8e-01	 7	 1.5e-01	25	 2.9e-01	 6.0e-03	 3.1e-02	 6.1e-03
      48	 42438	 72905	pi01 UMa            	G1.5Vb   	G0.5V - G1.5V    	08 39 11.704	+65 01 15.27	150.5517	 35.7042	 69.66	 0.37	14.36	08 39 11.74	+65 01 15.3	 0.3	e	5807	 4.42	-0.11	 9.80	 	 0.970	-4.5	 	 0.31	-4.380	 0.26	Simbad	 5.63	 0.62	 0.66	 0.396	 0.197	 0.293	 4.348	 0.214	C	 4.282	 0.036	E	 4.173	 0.036	E	  1	SED	 1.2e+00	 1.3e-02	 3.0e-01	 2.6e-02	 6.8e+00	 6.6e-01	 6.3e-01	 8.1e-03	 2.0e-01	 3.7e-03	 8.8e-01	 7	 2.1e-01	16	        	  	 1.6e-01	 3.2e-03	 4.1e-02	 4.2e-03
      49	 43587	 75732	55 Cnc              	G8V      	G8V - K0V        	08 52 35.811	+28 19 50.95	196.7946	 37.6989	 81.03	 0.75	12.34	08 52 35.89	+28 19 52.0	 1.5	n	5295	 4.47	 0.36	 2.30	 	 0.602	-6.7	 	11.19	-5.099	 8.43	Simbad	 5.96	 0.87	 0.82	 0.536	 0.357	 0.415	 4.768	 0.244	D	 4.265	 0.234	D	 4.015	 0.036	E	  1	SED	 1.4e+00	 2.2e-02	 2.9e-01	 1.6e-02	 7.2e+00	 6.4e-01	 6.9e-01	 8.9e-03	 2.1e-01	 4.7e-03	 9.8e-01	 5	 2.4e-01	26	        	  	 1.7e-01	 3.4e-03	 2.0e-02	 4.4e-03
      50	 43726	 76151	LTT 3283            	G3V      	G2V - G5V        	08 54 17.948	-05 26 04.06	233.2058	 24.1642	 57.52	 0.39	17.39	08 54 17.91	-05 26 04.3	 0.6	e	5789	 4.51	 0.09	 1.60	 	 1.009	-5.3	 	 0.89	-4.659	 1.60	Simbad	 6.01	 0.66	 0.70	 0.413	 0.236	 0.332	 4.871	 0.037	E	 4.625	 0.276	D	 4.456	 0.023	A	  0	SED	 9.0e-01	 1.2e-02	 1.5e-01	 2.6e-02	 5.2e+00	 4.3e-01	 4.7e-01	 5.2e-03	 1.4e-01	 3.5e-03	 6.7e-01	 5	 1.6e-01	17	        	  	 1.2e-01	 2.4e-03	 3.2e-02	 4.1e-03
      51	 44897	 78366	LTT 12401           	F9V      	F9V - G0IV/V     	09 08 51.071	+33 52 55.98	190.5283	 42.1549	 52.11	 0.33	19.19	09 08 50.84	+33 52 55.7	 2.9	n	5980	 4.45	 0.03	 4.00	:	 1.258	-4.7	 	 0.37	-4.608	 1.20	Simbad	 5.95	 0.59	 0.66	 0.377	 0.196	 0.323	 4.844	 0.037	E	 4.601	 0.027	A	 4.545	 0.020	A	  0	SED	 8.7e-01	 1.1e-02	 2.0e-01	 3.2e-02	 4.6e+00	 3.6e-01	 4.3e-01	 5.6e-03	 1.3e-01	 3.0e-03	 5.9e-01	 8	        	  	        	  	 1.1e-01	 2.2e-03	 1.9e-02	 4.0e-03
      52	 45333	 79028	16 UMa              	F9V      	F9V - G0 IV/V    	09 14 20.543	+61 25 23.94	153.6241	 40.4672	 51.10	 0.32	19.57	09 14 20.92	+61 25 22.8	 2.9	n	5907	 4.01	 0.00	 4.00	:	 2.705	    	 	     	-5.073	 7.96	Simbad	 5.18	 0.61	 0.67	 0.386	 0.182	 0.375	 4.231	 0.246	D	 3.914	 0.242	D	 3.782	 0.346	D	  2	SED	 1.9e+00	 8.0e-03	 4.1e-01	 3.7e-02	 1.0e+01	 1.0e+00	 9.5e-01	 1.2e-02	 2.8e-01	 6.0e-03	 1.5e+00	 5	 3.4e-01	 8	        	  	 2.4e-01	 4.9e-03	 2.4e-02	 5.2e-03
      53	 45617	 79969	IP Cnc              	K3V      	K3V              	09 17 53.456	+28 33 37.86	198.1045	 43.1732	 57.92	 0.76	17.27	09 17 53.35	+28 33 38.6	 1.6	n	4639	 4.39	-0.22	 6.10	 	 0.485	-5.3	 	 1.56	-4.510	     	Simbad	 7.20	 0.99	 0.90	 0.585	 0.515	 0.240	 5.382	 0.029	A	 4.893	 0.023	A	 4.767	 0.017	A	  0	SED	 7.5e-01	 1.5e-02	 1.3e-01	 3.4e-02	 3.5e+00	 2.6e-01	 3.5e-01	 4.9e-03	 1.1e-01	 2.3e-03	 5.2e-01	 8	        	  	        	  	 8.6e-02	 1.8e-03	 2.5e-03	 1.0e-02
      54	 46580	 82106	LHS 2147            	K3V      	K3V              	09 29 54.825	+05 39 18.49	227.6707	 37.5676	 77.48	 0.64	12.91	09 29 54.82	+05 39 19.9	 1.4	n	4868	 4.80	-0.04	 1.70	 	 0.241	-4.6	 	 0.91	-4.270	     	Simbad	 7.20	 1.00	 1.07	 0.570	 0.552	 0.231	 5.429	 0.026	A	 5.002	 0.055	A	 4.788	 0.023	A	  0	SED	 7.3e-01	 1.4e-02	 1.1e-01	 7.8e-04	 3.5e+00	 2.2e-01	 3.6e-01	 4.3e-03	 1.1e-01	 2.4e-03	 4.7e-01	 7	 1.7e-01	27	        	  	 8.5e-02	 1.7e-03	        	
      55	 47592	 84117	LTT 3558            	G0V      	F8V - G0V        	09 42 14.417	-23 54 56.05	256.6978	 21.5239	 66.61	 0.21	15.01	09 42 14.26	-23 54 54.8	 2.5	n	6160	 4.33	-0.06	 6.00	:	 1.934	-6.6	 	 4.75	-4.862	 4.14	Simbad	 4.93	 0.53	 0.58	 0.338	 0.164	 0.374	 4.076	 0.338	D	 3.728	 0.242	D	 3.722	 0.250	D	  0	SED	 2.0e+00	 1.7e-02	 4.7e-01	 2.1e-02	 1.2e+01	 1.2e+00	 1.0e+00	 1.4e-02	 3.0e-01	 6.6e-03	 1.5e+00	 6	 3.6e-01	10	        	  	 2.4e-01	 4.9e-03	 1.5e-02	 1.1e-02
      56	 49081	 86728	LHS 2216            	G1V      	G1V - G5V        	10 01 00.658	+31 55 25.22	195.0155	 52.8533	 66.46	 0.32	15.05	10 01 00.68	+31 55 23.7	 1.5	n	5759	 4.34	 0.19	 2.20	 	 1.375	    	 	     	-4.969	 6.02	Simbad	 5.37	 0.68	 0.74	 0.418	 0.232	 0.390	 4.267	 0.328	D	 4.040	 0.258	D	 3.821	 0.036	E	  0	SED	 1.6e+00	 1.9e-02	 4.0e-01	 1.8e-02	 9.4e+00	 9.1e-01	 8.3e-01	 1.1e-02	 2.5e-01	 4.5e-03	 1.2e+00	 6	 2.5e-01	18	        	  	 2.0e-01	 4.0e-03	        	
      57	 49908	 88230	NSV 4765            	K8V      	K6V - M0V        	10 11 22.141	+49 27 15.26	165.8661	 52.1456	205.21	 0.54	 4.87	10 11 21.87	+49 27 17.2	 3.2	E	4081	 4.71	-0.16	 2.60	 	 0.125	-5.0	 	 3.21	-5.000	     	Simbad	 6.60	 1.33	 1.29	 0.790	 0.741	 0.032	 3.894	 0.290	D	 3.298	 0.260	D	 2.962	 0.288	D	  1	SED	 3.3e+00	 4.0e-02	 7.8e-01	 2.7e-02	 1.8e+01	 2.5e+00	 1.7e+00	 1.4e-02	 5.0e-01	 8.3e-03	 2.3e+00	 6	 5.8e-01	 7	        	  	 4.2e-01	 8.6e-03	 3.9e-02	 4.7e-03
      58	 51459	 90839	36 UMa              	F8V      	F6V - F8V        	10 30 37.580	+55 58 49.93	154.2918	 51.7025	 78.25	 0.28	12.78	10 30 37.24	+55 58 50.9	 3.0	e	6137	 4.33	-0.10	 2.00	:	 1.554	-5.6	 	 1.03	-4.783	 2.97	Simbad	 4.82	 0.54	 0.58	 0.341	 0.171	 0.333	 4.033	 0.218	D	 3.758	 0.198	C	 3.644	 0.222	D	  1	SED	 2.1e+00	 1.3e-02	 4.8e-01	 1.2e-02	 1.0e+01	 1.1e+00	 1.1e+00	 1.5e-02	 3.2e-01	 6.5e-03	 1.7e+00	 4	 3.9e-01	 7	        	  	 2.7e-01	 5.5e-03	 3.4e-02	 4.4e-03
      59	 51502	 90089	HR 4084             	F2V      	F2V - F4V        	10 31 04.644	+82 33 30.91	128.0322	 33.1244	 46.51	 1.39	21.50	10 31 05.98	+82 33 32.5	 3.0	E	6710	 4.32	-0.26	56.20	 	 2.840	-4.9	 	 0.30	-4.550	     	Simbad	 5.25	 0.40	 0.46	 0.265	 0.143	 0.456	 4.416	 0.208	C	 4.364	 0.036	E	 4.272	 0.036	E	  2	SED	 1.2e+00	 7.5e-03	 3.3e-01	 1.4e-02	 6.7e+00	 5.5e-01	 5.7e-01	 7.4e-03	 1.7e-01	 3.4e-03	 8.1e-01	 5	 2.0e-01	10	        	  	 1.4e-01	 2.9e-03	 4.0e-02	 3.8e-03
      60	 53721	 95128	47 UMa              	G0V      	G0V - G1V        	10 59 27.973	+40 25 48.92	175.7824	 63.3691	 71.11	 0.25	14.06	10 59 28.01	+40 25 48.9	 0.5	n	5908	 4.37	 0.03	 3.20	 	 1.600	-8.3	>	15.00	-4.909	 4.93	Simbad	 5.03	 0.62	 0.69	 0.391	 0.202	 0.343	 3.960	 0.296	D	 3.736	 0.224	D	 3.750	 0.340	D	  0	SED	 2.1e+00	 1.9e-02	 4.5e-01	 3.8e-02	 1.1e+01	 7.3e-01	 1.1e+00	 1.2e-02	 3.1e-01	 6.1e-03	 1.6e+00	 5	 3.1e-01	 9	        	  	 2.5e-01	 5.2e-03	 3.1e-02	 4.2e-03
      61	 54646	 97101	LHS 2367            	K8V      	K7V - M1V        	11 11 05.172	+30 26 45.66	198.3695	 67.8103	 84.23	 0.86	11.87	11 11 05.58	+30 26 47.6	 5.6	n	3783	 5.00	-1.50	 2.70	 	 0.166	-4.9	 	 2.40	-4.860	     	Simbad	 8.31	 1.26	 1.42	 0.769	 0.755	 0.055	 5.764	 0.020	A	 5.130	 0.020	A	 4.979	 0.018	A	  0	SED	 6.3e-01	 1.8e-02	 1.7e-01	 9.4e-02	 3.4e+00	 2.5e-01	 3.1e-01	 4.3e-03	 9.2e-02	 2.2e-03	 6.4e-01	 8	        	  	        	  	 7.5e-02	 1.5e-03	 1.8e-02	 1.0e-02
      62	 56452	100623	HR 4458             	K0V      	K0V              	11 34 29.487	-32 49 52.82	284.7773	 27.3133	104.61	 0.37	 9.56	11 34 29.45	-32 49 55.1	 2.4	n	5189	 4.68	-0.32	 4.00	 	 0.368	-6.2	 	 7.78	-4.907	 4.90	Simbad	 5.96	 0.81	 0.88	 0.483	 0.325	 0.238	 4.784	 0.228	D	 4.138	 0.214	C	 4.022	 0.036	E	  0	SED	 1.4e+00	 7.1e-03	 4.2e-01	 4.5e-02	 8.2e+00	 8.1e-01	 7.4e-01	 9.6e-03	 2.2e-01	 4.4e-03	 1.1e+00	 7	 2.7e-01	18	        	  	 1.8e-01	 3.7e-03	 2.3e-02	 3.0e-03
      63	 57507	102438	HR 4525             	G5V      	G5V - G8V        	11 47 15.808	-30 17 11.44	286.8400	 30.5720	 57.23	 0.41	17.47	11 47 16.04	-30 17 11.2	 3.0	n	5559	 4.47	-0.26	 3.00	:	 0.690	    	 	     	-4.924	 5.20	Simbad	 6.48	 0.68	 0.74	 0.426	 0.221	 0.280	 5.217	 0.018	E	 4.935	 0.023	A	 4.798	 0.018	A	  0	SED	 6.9e-01	 1.7e-02	 1.3e-01	 1.2e-02	 3.9e+00	 2.7e-01	 3.4e-01	 4.7e-03	 1.0e-01	 2.6e-03	 4.8e-01	10	        	  	        	  	 8.3e-02	 1.7e-03	 1.2e-02	 3.6e-03
      64	 57939	103095	LHS 44              	G8Vp     	G8V - K1V        	11 52 58.769	+37 43 07.23	168.5310	 73.7783	109.99	 0.41	 9.09	11 52 58.36	+37 43 08.9	 5.2	n	5052	 4.70	-1.27	 4.00	:	 0.228	-6.4	 	13.30	-4.896	 4.71	Simbad	 6.42	 0.75	 0.88	 0.484	 0.222	 0.155	 4.937	 0.196	C	 4.500	 0.024	E	 4.373	 0.027	A	  4	SED	        	        	        	        	 5.5e+00	 4.0e-01	 5.2e-01	 6.7e-03	 1.5e-01	 3.4e-03	        	  	        	  	        	  	 1.3e-01	 2.6e-03	 1.1e-02	 2.3e-03
